Dscam1,0,0,
Dscam1_mini,0,0,
tutl,0,0,
tutl_s,0,0,
Khc-73,0,98,0.0
Eip63E,0,0,
Dys,0,0,
stai,0,0,
Crag,0,0,
Nc73EF,0,0,
CASK,0,0,
Camta,0,0,
spen,0,0,
Lar,0,0,
CG15312,0,0,
Ptp10D,0,0,
Calx,0,0,
Calx_2,0,0,
Mbs,0,0,
nuf,0,0,
mtd,0,0,
ens,0,0,
gish,0,0,
gish,0,0,
X11L,0,0,
par-1,0,0,
Vav,0,0,
CG8671,0,0,
pod1,0,0,
Evi5,0,0,
CdGAPr,0,0,
lap,0,0,
shi,0,0,
